sample_rank,repo_id,repo_name,year,observation_status,observation_end,created_at,llm_native_manual,llm_native_confidence,collaboration_niche,agent_proximity,language,first_event_at,last_event_at,event_rows,event_rows_from_api,active_actors,push_events,push_commits,issues_opened,issues_closed,issues_reopened,issues_opened_author_missing,issues_opened_by_bot,issues_opened_by_human,issues_opened_by_external,issue_median_close_days,issues_closed_with_duration,prs_opened,pr_events_from_api,prs_merged,prs_closed_unmerged,prs_reopened,prs_opened_author_missing,prs_opened_by_bot,prs_opened_by_human,prs_opened_by_external,pr_median_merge_days,prs_merged_with_duration,pr_median_close_unmerged_days,prs_closed_unmerged_with_duration,issue_pr_comment_events,comment_events_author_missing,comment_events_by_bot,comment_events_by_human,pr_review_events,reviews_approved,reviews_changes_requested,review_events_by_maintainer,pr_review_comment_events,review_comment_events_author_missing,review_comment_events_by_bot,review_comment_events_by_human,non_human_public_events,human_public_events,source,quality_flag
14,669331976,flashinfer-ai/flashinfer,2025,observed,2025-12-31,2023-07-22,llm_native,high,model_infra,supporting_infrastructure,Python,2025-01-01 01:17:50,2025-12-31 21:46:42,12894,1469,2556,891,918,414,160,5,0,120,294,254,2.02,160,1144,1258,957,117,8,97,575,731,317,0.3,477,1.24,116,1879,0,233,1646,2422,567,12,832,2174,0,1061,1113,1991,3784,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_merge_duration_incomplete
14,669331976,flashinfer-ai/flashinfer,2026,observed,2026-08-29,2023-07-22,llm_native,high,model_infra,supporting_infrastructure,Python,2026-01-01 01:25:33,2026-08-28 12:57:40,8852,2696,924,508,0,504,263,1,0,412,92,92,20.94,263,1222,2043,691,172,0,175,1184,0,0,,0,5.51,168,1494,0,317,1177,1281,183,6,0,1241,0,845,396,2758,1665,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
15,679366051,NVIDIA/TensorRT-LLM,2022,not_public_yet,2022-12-31,2023-08-16,llm_native,high,model_infra,supporting_infrastructure,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
15,679366051,NVIDIA/TensorRT-LLM,2023,observed,2023-12-31,2023-08-16,llm_native,high,model_infra,supporting_infrastructure,Python,2023-09-20 07:34:02,2023-12-31 23:48:15,8168,46,4362,80,82,638,415,13,0,0,638,636,2.5,415,98,10,43,17,1,0,3,95,55,0.02,43,6.05,17,2544,0,3,2541,66,44,0,52,21,0,0,21,6,3295,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
15,679366051,NVIDIA/TensorRT-LLM,2024,observed,2024-12-31,2023-08-16,llm_native,high,model_infra,supporting_infrastructure,Python,2024-01-01 00:09:10,2024-12-31 21:29:14,16020,91,6555,176,417,1447,1258,43,0,0,1447,1445,48.76,1258,300,19,105,145,5,0,5,295,193,0.02,105,22.65,145,6610,0,388,6222,145,112,2,121,38,0,0,38,393,8002,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
15,679366051,NVIDIA/TensorRT-LLM,2025,observed,2025-12-31,2023-08-16,llm_native,high,model_infra,supporting_infrastructure,Python,2025-01-01 08:51:47,2025-12-31 23:30:27,107708,3862,3810,3248,4007,865,530,11,0,0,865,722,55.96,530,4511,3707,3377,864,42,632,1555,3879,306,1.81,2296,4.71,844,58337,0,2063,56274,15866,4753,133,10281,14383,0,3688,10695,7306,71713,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
15,679366051,NVIDIA/TensorRT-LLM,2026,observed,2026-08-29,2023-08-16,llm_native,high,model_infra,supporting_infrastructure,Python,2026-01-01 00:05:34,2026-08-28 14:22:10,27168,1707,855,1760,0,126,91,7,0,1,125,125,34.14,91,763,1649,591,380,7,759,717,0,0,,0,109.99,341,13983,0,815,13168,3612,1079,26,10,3213,0,1087,2126,2620,15419,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
16,937253475,anthropics/claude-code,2022,not_public_yet,2022-12-31,2025-02-22,llm_native,high,agent_application,direct_agent_experience,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
16,937253475,anthropics/claude-code,2023,not_public_yet,2023-12-31,2025-02-22,llm_native,high,agent_application,direct_agent_experience,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
16,937253475,anthropics/claude-code,2024,not_public_yet,2024-12-31,2025-02-22,llm_native,high,agent_application,direct_agent_experience,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
16,937253475,anthropics/claude-code,2025,observed,2025-12-31,2025-02-22,llm_native,high,agent_application,direct_agent_experience,Python,2025-02-24 18:26:16,2025-12-31 23:58:39,85434,3139,44031,188,185,10767,4479,105,0,0,10767,10759,3.41,4475,178,135,73,76,2,61,55,117,74,0.04,54,0.23,66,29895,0,10089,19806,130,81,5,39,61,0,4,57,10148,30747,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
16,937253475,anthropics/claude-code,2026,observed,2026-08-29,2025-02-22,llm_native,high,agent_application,direct_agent_experience,Python,2026-01-01 00:03:09,2026-08-28 14:09:12,126894,6388,40798,116,0,14847,10000,70,0,10,14837,14842,28.35,9984,166,148,10,83,2,166,65,0,0,,0,5.39,60,35655,0,19410,16245,94,66,1,0,32,0,22,10,19507,31093,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
17,154739597,jax-ml/jax,2022,observed,2022-12-31,2018-10-25,traditional,high,model_infra,supporting_infrastructure,Python,2022-01-01 01:48:18,2022-12-31 20:51:26,40292,8434,7113,7437,34814,975,806,39,0,973,935,797,5.76,806,2955,5962,1819,1123,9,0,2953,1580,1647,0.24,1571,0.56,1123,5580,0,138,5442,3067,1231,119,2549,2410,0,0,2410,5416,10367,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_merge_duration_incomplete
17,154739597,jax-ml/jax,2023,observed,2023-12-31,2018-10-25,traditional,high,model_infra,supporting_infrastructure,Python,2023-01-01 00:21:48,2023-12-31 19:42:45,44458,9942,6610,10559,71491,1047,821,32,0,1044,1003,878,7.25,821,3531,7266,1589,2051,14,0,3522,1477,2307,0.2,1326,0.73,2051,5570,0,266,5304,2644,1137,79,2250,1888,0,0,1888,6854,9672,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_merge_duration_incomplete
17,154739597,jax-ml/jax,2024,observed,2024-12-31,2018-10-25,traditional,high,model_infra,supporting_infrastructure,Python,2024-01-01 01:04:43,2024-12-31 23:40:59,56767,9356,6779,16173,1454665,1024,766,25,0,734,977,891,10.21,766,4941,7295,3390,1324,6,0,4458,1802,3663,0.4,3217,1.28,1324,6360,0,351,6009,4518,1528,220,3550,3841,0,0,3841,7659,12629,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
17,154739597,jax-ml/jax,2025,observed,2025-12-31,2018-10-25,traditional,high,model_infra,supporting_infrastructure,Python,2025-01-01 00:12:09,2025-12-31 23:17:13,46882,8674,4085,17438,184891,916,645,10,0,262,654,585,62.9,645,7131,6636,5148,1496,12,419,6132,1114,4171,0.25,3057,4.14,1484,3710,0,190,3520,2110,797,91,1467,1722,0,138,1584,8388,6872,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_merge_duration_incomplete
17,154739597,jax-ml/jax,2026,observed,2026-08-29,2018-10-25,traditional,high,model_infra,supporting_infrastructure,Python,2026-01-01 02:04:16,2026-08-28 13:43:59,20695,10332,1018,6658,0,436,264,2,0,354,82,82,49.06,264,4683,9074,3283,1161,2,550,4640,0,0,,0,9.81,1149,560,0,137,423,464,93,16,2,497,0,216,281,5347,786,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
18,942206898,ai-dynamo/dynamo,2022,not_public_yet,2022-12-31,2025-03-03,llm_native,high,model_infra,supporting_infrastructure,Rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
18,942206898,ai-dynamo/dynamo,2023,not_public_yet,2023-12-31,2025-03-03,llm_native,high,model_infra,supporting_infrastructure,Rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
18,942206898,ai-dynamo/dynamo,2024,not_public_yet,2024-12-31,2025-03-03,llm_native,high,model_infra,supporting_infrastructure,Rust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
18,942206898,ai-dynamo/dynamo,2025,observed,2025-12-31,2025-03-03,llm_native,high,model_infra,supporting_infrastructure,Rust,2025-03-05 15:26:11,2025-12-31 23:55:57,55471,2656,5252,16397,97199,683,384,19,0,9,674,679,11.75,383,2613,2551,1944,575,17,491,1065,2119,2056,0.33,1164,12.47,557,6232,0,3030,3202,9739,2233,150,214,9050,0,2683,6367,6787,12362,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
18,942206898,ai-dynamo/dynamo,2026,observed,2026-08-29,2025-03-03,llm_native,high,model_infra,supporting_infrastructure,Rust,2026-01-01 00:04:39,2026-08-28 07:11:18,38294,1770,680,19769,0,125,88,2,0,7,118,125,35.55,88,882,1733,653,287,13,882,840,0,0,,0,23.96,240,2477,0,1431,1046,3840,772,50,0,3607,0,1434,2173,3712,3337,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
19,33884891,apache/airflow,2022,observed,2022-12-31,2015-04-13,traditional,high,model_infra,supporting_infrastructure,Python,2022-01-01 00:07:36,2022-12-31 21:51:42,73923,439,8156,4806,9887,1885,1467,55,0,0,1885,1683,14.81,1467,4525,319,3559,790,240,0,26,4499,3018,0.83,3559,6.91,790,21669,0,3698,17971,15973,5546,353,8934,11844,0,0,11844,3724,36199,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
19,33884891,apache/airflow,2023,observed,2023-12-31,2015-04-13,traditional,high,model_infra,supporting_infrastructure,Python,2023-01-01 00:14:13,2023-12-31 21:11:31,77661,425,7780,5215,12487,1753,1369,58,0,0,1753,1560,15.42,1369,4817,319,3903,703,153,0,14,4803,3065,0.6,3903,16.71,700,19650,0,2274,17376,19453,7266,361,10007,13957,0,0,13957,2288,37889,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
19,33884891,apache/airflow,2024,observed,2024-12-31,2015-04-13,traditional,high,model_infra,supporting_infrastructure,Python,2024-01-01 00:03:57,2024-12-31 23:58:28,86299,495,8631,6649,34838,1903,1358,53,0,0,1903,1593,17.88,1358,5935,372,4738,953,250,0,45,5890,3822,0.41,4738,6.63,953,19965,0,2464,17501,21945,8707,322,10990,15030,0,22,15008,2531,40302,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
19,33884891,apache/airflow,2025,observed,2025-12-31,2015-04-13,traditional,high,model_infra,supporting_infrastructure,Python,2025-01-01 00:00:43,2025-12-31 23:59:53,97310,5698,7001,7918,23460,2437,1753,65,0,1,2436,1973,12.1,1752,8112,5297,6432,1458,235,1008,2785,6271,4601,0.26,4788,1.79,1369,22392,0,2948,19444,21815,8886,213,9497,14671,0,155,14516,6024,42667,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
19,33884891,apache/airflow,2026,observed,2026-08-29,2015-04-13,traditional,high,model_infra,supporting_infrastructure,Python,2026-01-01 00:22:07,2026-08-28 05:34:43,25065,2726,1626,3334,0,293,295,11,0,1,292,292,28.24,295,1280,2598,989,507,43,1277,1228,0,0,,0,21.24,379,3947,0,645,3302,4039,1383,124,1,3329,0,465,2864,2339,6458,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
20,671269505,BerriAI/litellm,2022,not_public_yet,2022-12-31,2023-07-27,llm_native,high,model_infra,supporting_infrastructure,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
20,671269505,BerriAI/litellm,2023,observed,2023-12-31,2023-07-27,llm_native,high,model_infra,supporting_infrastructure,Python,2023-07-27 00:36:32,2023-12-31 20:34:10,14898,90,4255,3908,5087,1044,853,29,0,0,1044,1044,1.97,853,205,12,150,39,9,0,10,195,205,0.14,150,0.98,39,4050,0,204,3846,175,40,21,0,139,0,0,139,214,5224,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
20,671269505,BerriAI/litellm,2024,observed,2024-12-31,2023-07-27,llm_native,high,model_infra,supporting_infrastructure,Python,2024-01-01 01:18:54,2024-12-31 23:56:11,53460,511,13194,12929,1394000,2757,2077,94,0,0,2757,2672,1.75,2077,3196,198,2534,354,16,0,75,3121,3136,0.11,2534,1.31,354,13702,0,3698,10004,1216,137,144,0,1211,0,429,782,4202,16664,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
20,671269505,BerriAI/litellm,2025,observed,2025-12-31,2023-07-27,llm_native,high,model_infra,supporting_infrastructure,Python,2025-01-01 00:54:29,2025-12-31 23:36:25,70004,4028,17308,14583,97664,3465,2879,92,0,0,3465,3392,97.35,2877,4483,3272,3328,1072,19,738,1420,3707,3234,0.17,2324,16.27,1039,17659,0,6756,10903,2532,412,311,88,2355,0,458,1897,8644,19972,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
20,671269505,BerriAI/litellm,2026,observed,2026-08-29,2023-07-27,llm_native,high,model_infra,supporting_infrastructure,Python,2026-01-01 00:02:25,2026-08-28 09:44:43,38944,3731,5358,9292,0,642,603,19,0,0,642,642,97.33,600,1809,3520,1077,923,18,1809,1686,0,0,,0,85.96,745,8157,0,4866,3291,3740,290,46,0,4663,0,3748,915,10300,4848,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
21,612354784,ggml-org/llama.cpp,2022,not_public_yet,2022-12-31,2023-03-10,llm_native,high,model_infra,supporting_infrastructure,C++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenDigger ClickHouse opensource.events,structural_missing_not_zero
21,612354784,ggml-org/llama.cpp,2023,observed,2023-12-31,2023-03-10,llm_native,high,model_infra,supporting_infrastructure,C++,2023-03-10 19:47:47,2023-12-31 23:39:56,90550,238,50673,3164,6539,1906,972,41,0,0,1906,1776,1.3,972,1918,118,1283,346,15,0,0,1918,1101,0.77,1283,1.97,346,20402,0,10,20392,4297,1353,168,3274,3696,0,494,3202,504,27418,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
21,612354784,ggml-org/llama.cpp,2024,observed,2024-12-31,2023-03-10,llm_native,high,model_infra,supporting_infrastructure,C++,2024-01-01 00:35:11,2024-12-31 23:52:31,83579,331,29122,5063,121657,2305,2729,109,0,0,2305,2135,46.42,2729,2895,164,2169,408,42,0,0,2895,1533,0.74,2169,2.34,408,24657,0,2265,22392,7603,2446,141,5565,5979,0,1,5978,2266,33570,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
21,612354784,ggml-org/llama.cpp,2025,observed,2025-12-31,2023-03-10,llm_native,high,model_infra,supporting_infrastructure,C++,2025-01-01 00:22:40,2025-12-31 23:50:47,66919,2433,22293,3521,16358,1951,1520,64,0,0,1951,1862,44.34,1518,2924,2041,2195,506,29,422,829,2499,1075,0.68,1555,2.35,473,17911,0,788,17123,6884,2172,159,4249,5788,0,73,5715,1690,27288,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
21,612354784,ggml-org/llama.cpp,2026,observed,2026-08-29,2023-03-10,llm_native,high,model_infra,supporting_infrastructure,C++,2026-01-01 00:06:59,2026-08-28 13:46:13,18130,1313,6920,1362,0,533,342,18,0,0,533,533,35.88,341,599,1077,361,286,9,595,510,0,0,,0,2.03,199,4056,0,224,3832,1390,478,31,15,1220,0,51,1169,785,5534,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
22,193215554,n8n-io/n8n,2022,observed,2022-12-31,2019-06-22,mixed,high,agent_framework,agent_building,TypeScript,2022-01-01 00:22:36,2022-12-31 23:38:14,35068,211,9395,9418,83613,390,264,5,0,0,390,389,2.78,264,2028,182,1476,389,20,0,12,2016,1755,0.85,1476,15.02,389,4778,0,274,4504,3552,1042,104,843,3395,0,0,3395,286,10305,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
22,193215554,n8n-io/n8n,2023,observed,2023-12-31,2019-06-22,mixed,high,agent_framework,agent_building,TypeScript,2023-01-01 00:10:29,2023-12-31 22:49:58,47470,286,10688,10880,102231,481,443,11,0,0,481,479,11.75,443,2578,251,2035,298,22,0,141,2437,1938,0.58,2035,4.9,298,11303,0,5793,5510,5375,2302,209,1816,3295,0,3,3292,5937,11720,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
22,193215554,n8n-io/n8n,2024,observed,2024-12-31,2019-06-22,mixed,high,agent_framework,agent_building,TypeScript,2024-01-01 01:03:51,2024-12-31 23:28:11,68109,354,22108,11558,1299024,771,565,16,0,0,771,767,4.64,565,3404,295,2745,313,12,0,153,3251,2572,0.68,2745,3.12,313,14263,0,6855,7408,7162,3070,214,1804,4809,0,0,4809,7008,16239,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
22,193215554,n8n-io/n8n,2025,observed,2025-12-31,2019-06-22,mixed,high,agent_framework,agent_building,TypeScript,2025-01-01 00:03:25,2025-12-31 23:58:31,200085,3998,108977,25627,113914,3933,2829,49,0,2,3931,3933,2.23,2828,4066,3096,2890,832,21,538,1451,3330,2896,0.86,2044,0.46,779,26718,0,8764,17954,10990,3167,233,1536,10457,0,4786,5671,15039,30886,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
22,193215554,n8n-io/n8n,2026,observed,2026-08-29,2019-06-22,mixed,high,agent_framework,agent_building,TypeScript,2026-01-01 00:00:22,2026-08-28 14:34:04,37388,1998,9781,12484,0,609,447,9,0,0,609,609,5.39,447,814,1752,552,507,10,809,756,0,0,,0,115.69,429,4412,0,2818,1594,2610,669,45,12,2017,0,977,1040,4551,3243,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
23,71932349,ray-project/ray,2022,observed,2022-12-31,2016-10-25,traditional,high,model_infra,supporting_infrastructure,Python,2022-01-01 00:17:53,2022-12-31 23:30:44,107351,575,6735,6106,34255,3608,2935,168,0,0,3608,3344,38.08,2935,6344,361,4591,1525,85,0,131,6213,5847,1.16,4591,27.8,1525,25109,0,2875,22234,25952,7047,416,1558,24910,0,0,24910,3006,56965,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
23,71932349,ray-project/ray,2023,observed,2023-12-31,2016-10-25,traditional,high,model_infra,supporting_infrastructure,Python,2023-01-01 02:48:05,2023-12-31 20:20:57,107479,575,8125,9803,75117,3727,3123,159,0,0,3727,3353,28.05,3123,6875,367,4956,1352,78,0,156,6719,5978,1.13,4956,7.73,1350,21178,0,2014,19164,24748,7846,215,2527,24172,0,0,24172,2170,53782,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
23,71932349,ray-project/ray,2024,observed,2024-12-31,2016-10-25,traditional,high,model_infra,supporting_infrastructure,Python,2024-01-01 02:50:45,2024-12-31 23:58:44,76072,342,7892,7182,1090946,2863,2241,289,0,0,2863,1603,12.79,2241,4424,233,3180,830,23,0,105,4319,2994,1.01,3180,10.9,830,15394,0,241,15153,15544,4370,83,4539,16603,0,0,16603,346,38938,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
23,71932349,ray-project/ray,2025,observed,2025-12-31,2016-10-25,traditional,high,model_infra,supporting_infrastructure,Python,2025-01-01 00:04:14,2025-12-31 23:14:21,101713,4021,6098,10127,104431,2352,2790,582,0,1,2351,1639,133.46,2789,5534,3655,3976,1728,83,645,1514,4835,3358,1.05,2941,25.97,1706,20503,0,2537,17966,21635,4709,90,4665,23398,0,4503,18895,8566,44047,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
23,71932349,ray-project/ray,2026,observed,2026-08-29,2016-10-25,traditional,high,model_infra,supporting_infrastructure,Python,2026-01-01 00:07:35,2026-08-27 08:54:37,21189,1562,1234,3293,0,182,120,5,0,1,181,181,27.93,117,714,1456,499,330,10,710,665,0,0,,0,28.57,290,1763,0,480,1283,5166,686,38,23,5514,0,2636,2878,3782,4342,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete|pr_merge_duration_incomplete
24,17165658,apache/spark,2022,observed,2022-12-31,2014-02-25,traditional,high,model_infra,supporting_infrastructure,Scala,2022-01-01 00:01:39,2022-12-31 23:36:47,81134,235,5554,4012,4043,0,0,0,0,0,0,0,,0,4233,235,0,4060,103,0,16,4217,3172,,0,1.49,4060,17991,0,398,17593,24487,4919,283,8586,20677,0,0,20677,414,42487,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
24,17165658,apache/spark,2023,observed,2023-12-31,2014-02-25,traditional,high,model_infra,supporting_infrastructure,Scala,2023-01-01 00:07:10,2023-12-31 23:23:57,83726,338,5013,5298,5326,0,0,0,0,0,0,0,,0,5176,338,1,4944,112,0,15,5161,3828,2,1,1.06,4944,17555,0,430,17125,25244,6441,292,9231,20465,0,0,20465,445,42751,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
24,17165658,apache/spark,2024,observed,2024-12-31,2014-02-25,traditional,high,model_infra,supporting_infrastructure,Scala,2024-01-01 00:08:51,2024-12-31 23:57:59,75485,274,4716,4088,4117,0,0,0,0,0,0,0,,0,4771,274,1,4535,72,0,16,4755,3464,0.19,1,0.99,4535,14382,0,398,13984,23840,5748,333,8347,19307,0,0,19307,414,38046,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate
24,17165658,apache/spark,2025,observed,2025-12-31,2014-02-25,traditional,high,model_infra,supporting_infrastructure,Scala,2025-01-01 00:25:41,2025-12-31 23:24:09,47087,1888,3070,3442,2824,0,0,0,0,0,0,0,,0,3258,1888,1,3398,52,405,771,2845,1949,0.22,1,0.99,3148,8324,0,312,8012,13710,3604,135,3753,10884,0,21,10863,1106,21720,OpenDigger ClickHouse opensource.events,clickhouse_event_aggregate|pr_author_payload_incomplete
